frame,score
0,9-6
100,9-6
200,9-6
300,9-6
400,10-6
500,10-6
600,10-6
700,10-6
800,10-6
900,10-6
1000,10-6
1100,10-6
1200,10-6
1300,10-6
1400,10-6
1500,10-6
1600,10-6
1700,10-6
1800,10-6
1900,10-6
2000,10-6
2100,10-6
2200,10-6
2300,10-6
2400,10-6
2500,10-6
2600,10-6
2700,11-6
2800,
2900,11-6
3000,11-6
3100,11-6
3200,
3300,
3400,11-6
3500,11-6
3600,11-6
3700,
3800,11-6
3900,11-6
4000,11-6
4100,
4200,
4300,
4400,
4500,11-6
4600,11-6
4700,11-6
4800,11-6
4900,
5000,11-6
5100,
5200,11-6
5300,11-6
5400,11-6
5500,11-6
5600,11-6
5700,
5800,11-6
5900,11-6
6000,11-6
6100,11-6
6200,
6300,11-6
6400,
6500,
6600,11-6
6700,
6800,
6900,
7000,11-6
7100,
7200,11-6
7300,
7400,
7500,
7600,
7700,
7800,
7900,
8000,
8100,
8200,
8300,
8400,
8500,
8600,
8700,
8800,
8900,
9000,
9100,
9200,0-0
9300,0-0
9400,
9500,0-0
9600,1-0
9700,
9800,
9900,
10000,
10100,
10200,
10300,
10400,
10500,
10600,
10700,
10800,
10900,
11000,
11100,
11200,
11300,
11400,
11500,
11600,
11700,
11800,
11900,
12000,
12100,
12200,
12300,
12400,
12500,
12600,
12700,
12800,
12900,
13000,2-1
13100,
13200,2-1
13300,
13400,
13500,
13600,
13700,
13800,
13900,2-1
14000,
14100,
14200,
14300,
14400,
14500,2-1
14600,2-1
14700,2-1
14800,
14900,
15000,
15100,2-1
15200,
15300,2-2
15400,
15500,
15600,
15700,
15800,
15900,
16000,
16100,
16200,2-9
16300,
16400,
16500,
16600,
16700,2-2
16800,2-2
16900,2-2
17000,2-9
17100,
17200,2-3
17300,2-3
17400,2-3
17500,2-3
17600,2-3
17700,2-3
17800,2-3
17900,2-3
18000,2-3
18100,2-3
18200,2-3
18300,2-3
18400,2-3
18500,2-3
18600,2-3
18700,2-3
18800,2-3
18900,2-3
19000,3-3
19100,3-3
19200,3-3
19300,3-3
19400,3-3
19500,3-3
19600,3-3
19700,3-3
19800,3-3
19900,3-3
20000,3-3
20100,3-3
20200,3-3
20300,3-3
20400,3-3
20500,3-3
20600,3-3
20700,3-3
20800,3-3
20900,3-3
21000,3-3
21100,3-3
21200,3-3
21300,3-3
21400,3-3
21500,3-3
21600,3-3
21700,3-3
21800,3-3
21900,3-3
22000,3-3
22100,3-3
22200,3-3
22300,3-3
22400,3-3
22500,3-3
22600,3-3
22700,3-3
22800,3-3
22900,3-4
23000,3-4
23100,3-4
23200,3-4
23300,3-4
23400,3-4
23500,3-4
23600,3-4
23700,3-4
23800,3-4
23900,3-4
24000,3-4
24100,3-4
24200,3-4
24300,3-4
24400,3-4
24500,3-4
24600,3-4
24700,3-4
24800,3-4
24900,3-4
25000,
25100,
25200,
25300,
25400,
25500,
25600,3-3
25700,4-3
25800,5-3
25900,5-3
26000,5-3
26100,
26200,
26300,5-3
26400,5-3
26500,5-3
26600,5-3
26700,15-3
26800,5-3
26900,5-3
27000,
27100,5-3
27200,5-3
27300,5-3
27400,5-3
27500,5-3
27600,5-3
27700,5-3
27800,5-3
27900,5-3
28000,5-3
28100,5-3
28200,5-4
28300,5-4
28400,5-4
28500,5-4
28600,5-4
28700,5-4
28800,5-4
28900,5-4
29000,5-4
29100,5-4
29200,5-4
29300,5-4
29400,5-4
29500,5-4
29600,5-4
29700,5-4
29800,5-4
29900,5-4
30000,5-5
30100,5-5
30200,5-5
30300,5-5
30400,5-5
30500,5-5
30600,5-5
30700,5-5
30800,5-5
30900,5-5
31000,5-5
31100,5-5
31200,5-5
31300,5-5
31400,5-5
31500,5-5
31600,5-5
31700,5-5
31800,5-5
31900,5-5
32000,5-5
32100,5-5
32200,6-5
32300,6-5
32400,6-5
32500,6-5
32600,6-5
32700,6-5
32800,6-5
32900,6-5
33000,6-5
33100,6-5
33200,6-5
33300,6-5
33400,6-5
33500,6-5
33600,6-5
33700,6-5
33800,6-5
33900,7-5
34000,7-5
34100,7-5
34200,7-5
34300,7-5
34400,7-5
34500,7-5
34600,7-5
34700,7-5
34800,7-5
34900,7-5
35000,7-5
35100,7-5
35200,7-5
35300,7-5
35400,7-5
35500,7-5
35600,7-5
35700,7-5
35800,7-5
35900,7-5
36000,7-5
36100,7-5
36200,7-5
36300,7-5
36400,7-5
36500,7-5
36600,7-5
36700,7-5
36800,
36900,8-5
37000,8-5
37100,8-5
37200,8-5
37300,8-5
37400,8-5
37500,8-5
37600,8-5
37700,8-5
37800,8-5
37900,8-5
38000,8-5
38100,8-5
38200,8-5
38300,8-5
38400,8-5
38500,
38600,8-6
38700,8-6
38800,8-6
38900,8-6
39000,8-6
39100,8-6
39200,8-6
39300,8-6
39400,8-6
39500,8-6
39600,8-6
39700,8-6
39800,8-6
39900,8-6
40000,8-6
40100,8-6
40200,8-6
40300,8-6
40400,8-6
40500,8-6
40600,8-6
40700,8-6
40800,8-6
40900,8-6
41000,8-6
41100,8-6
41200,8-6
41300,8-6
41400,8-6
41500,8-6
41600,8-6
41700,8-6
41800,8-6
